,,,,,,,,,,,,,,,,,,,,,
,日付,レース,枠番,登録番号,全国勝率,全国2連,全国3連,当地勝率,当地2連,当地3連,モーター2連,モーター3連,コース1_平均着順,コース2_平均着順,コース3_平均着順,コース4_平均着順,コース5_平均着順,コース6_平均着順,展示タイム,着順,3連単払戻金
,20250706,8,2,3458,3.71,17.65,26.47,5.13,31.25,50.0,23.68,38.16,5.0,5.0,3.0,4.5,4.0,,6.84,3,"¥2,060"
,20250706,8,3,4146,5.05,26.83,51.22,4.5,27.78,33.33,41.25,65.0,3.0,3.0,3.0,3.5,6.0,3.0,6.81,2,"¥2,060"
,20250706,8,4,4365,5.07,33.04,47.83,5.05,34.62,48.08,56.58,65.79,1.0,4.0,3.0,6.0,4.0,5.0,6.84,5,"¥2,060"
,20250706,8,5,3583,3.17,5.71,14.29,2.88,12.5,12.5,19.23,29.49,2.0,5.0,4.0,5.5,2.0,,6.91,6,"¥2,060"
,20250706,8,6,4295,7.05,57.98,72.27,6.95,56.93,68.61,46.05,59.21,1.0,2.0,1.0,3.0,2.0,3.0,6.82,4,"¥2,060"
,20250706,9,1,4539,6.38,46.49,61.4,5.73,36.59,53.66,53.33,66.67,5.0,2.0,3.0,3.0,2.0,6.0,6.86,1,"¥1,610"
,20250706,9,2,4568,6.12,42.86,60.44,0.0,0.0,0.0,33.33,48.15,1.0,5.0,3.0,4.0,,4.0,6.88,3,"¥1,610"
,20250706,9,3,3315,5.33,28.92,59.04,5.65,42.31,57.69,29.87,48.05,6.0,4.0,3.0,2.0,3.0,5.0,6.91,4,"¥1,610"
,20250706,9,4,3757,4.7,26.03,39.73,5.03,19.44,52.78,33.33,58.97,1.0,3.0,3.0,4.0,5.0,4.0,6.89,2,"¥1,610"
,20250706,9,5,3233,4.82,29.41,47.06,3.33,11.11,22.22,44.59,63.51,2.0,3.0,3.0,3.0,5.0,3.0,6.87,6,"¥1,610"
,20250706,9,6,5046,3.58,9.59,32.88,4.74,18.52,51.85,39.51,53.09,5.0,4.5,6.0,2.0,3.0,,6.88,5,"¥1,610"
,20250706,10,1,4917,4.45,20.51,37.18,4.7,25.23,42.34,41.25,58.75,1.0,3.0,2.5,4.5,6.0,,6.89,2,"¥2,160"
,20250706,10,2,3997,6.7,44.44,73.33,6.41,41.38,62.07,30.49,45.12,1.0,1.0,2.0,3.0,5.0,3.0,6.83,3,"¥2,160"
,20250706,10,3,4702,6.46,47.37,65.26,8.38,75.0,87.5,36.25,51.25,1.0,6.0,3.0,3.0,1.0,3.5,6.91,1,"¥2,160"
,20250706,10,4,4203,3.82,16.67,28.21,3.13,12.5,12.5,25.33,44.0,1.0,5.0,2.0,5.0,2.0,6.0,6.95,6,"¥2,160"
,20250706,10,5,3947,4.77,23.66,47.31,5.18,23.53,47.06,41.56,59.74,1.0,5.0,3.0,4.0,5.0,3.0,6.93,5,"¥2,160"
,20250706,10,6,3478,4.94,21.84,47.13,3.72,5.13,30.77,25.3,44.58,1.0,2.0,2.0,6.0,6.0,6.0,6.93,4,"¥2,160"
,20250706,11,1,4057,5.94,40.0,60.87,5.76,39.67,61.98,25.0,40.28,1.0,2.0,3.0,5.0,6.0,,6.86,1,"¥1,130"
,20250706,11,2,4068,5.22,30.34,48.31,4.89,21.05,52.63,19.23,37.18,1.0,3.0,2.0,4.0,3.5,5.0,6.91,4,"¥1,130"
,20250706,11,3,4754,6.28,45.87,65.14,6.63,58.33,66.67,24.32,51.35,2.0,3.0,2.0,3.0,4.0,4.0,6.85,2,"¥1,130"
,20250706,11,4,4163,5.71,35.58,59.62,6.0,38.71,61.29,34.57,53.09,1.5,2.0,5.0,3.5,2.0,6.0,6.82,5,"¥1,130"
,20250706,11,5,5269,5.43,32.35,53.92,4.89,33.33,38.89,25.61,42.68,1.0,3.5,1.0,5.0,5.0,4.5,6.85,3,"¥1,130"
,20250706,11,6,3519,4.52,24.55,38.18,0.0,0.0,0.0,42.11,64.47,1.5,2.0,3.0,2.0,5.0,6.0,6.85,6,"¥1,130"
,20250706,12,1,3822,6.61,45.08,68.85,6.55,44.74,73.68,30.86,45.68,1.0,2.0,,1.0,3.0,,6.80,1,¥580
,20250706,12,2,4188,7.49,56.07,75.7,6.33,33.33,50.0,37.33,52.0,1.0,4.0,1.0,3.0,1.0,3.0,6.89,2,¥580
,20250706,12,3,4743,6.41,40.87,60.0,6.0,41.18,47.06,35.37,47.56,1.0,1.0,1.5,4.0,3.0,6.0,6.84,3,¥580
,20250706,12,4,3541,6.59,50.67,68.0,4.78,33.33,44.44,34.67,49.33,1.0,2.5,1.0,2.0,4.0,,6.90,4,¥580
,20250706,12,5,4319,5.77,39.82,59.29,6.11,38.89,61.11,37.33,64.0,1.0,2.5,2.0,2.0,,4.0,6.90,6,¥580
,20250706,12,6,4409,6.36,47.69,63.08,5.97,47.37,60.53,27.63,44.74,2.0,2.0,2.0,1.5,2.0,6.0,6.89,5,¥580
,20250628,1,1,5032,5.17,33.0,46.0,0.0,0.0,0.0,49.23,60.0,,3.0,3.0,5.0,5.0,4.0,6.90,2,"¥1,580"
,20250628,1,2,3773,5.46,38.61,50.5,0.0,0.0,0.0,42.86,54.29,1.0,6.0,2.0,4.0,6.0,,6.92,5,"¥1,580"
,20250628,1,3,4772,6.1,42.86,55.84,7.88,58.82,88.24,37.68,53.62,3.0,6.0,,3.0,,5.0,6.95,1,"¥1,580"
,20250628,1,4,5000,4.47,19.09,41.82,0.0,0.0,0.0,23.53,33.82,2.0,3.0,1.0,,,3.0,6.86,3,"¥1,580"
,20250628,1,5,3663,5.19,32.87,48.95,4.05,12.5,35.0,25.71,40.0,1.0,5.0,5.0,5.0,,5.0,6.94,4,"¥1,580"
,20250628,1,6,4158,4.46,25.0,39.29,2.71,0.0,14.29,33.33,54.67,1.0,3.0,6.0,4.0,5.0,,6.95,6,"¥1,580"
,20250628,2,1,3907,5.32,36.5,50.36,3.63,0.0,25.0,25.37,43.28,,2.0,2.0,3.0,3.0,6.0,6.81,1,¥800
,20250628,2,2,4529,4.88,30.59,44.71,5.55,36.36,54.55,35.71,50.0,2.0,5.0,2.0,5.0,5.0,,6.86,2,¥800
,20250628,2,3,3527,5.23,27.59,51.72,5.8,25.0,75.0,26.39,48.61,3.0,4.0,2.0,3.0,4.0,,6.88,4,¥800
,20250628,2,4,4431,5.09,23.53,50.98,5.55,25.0,65.0,23.73,37.29,4.0,3.0,4.0,,2.0,,6.89,3,¥800
,20250628,2,5,3313,3.77,14.29,25.89,4.75,25.0,25.0,38.03,53.52,4.0,4.0,,5.0,,5.0,6.88,6,¥800
,20250628,2,6,5374,1.3,0.0,0.0,1.43,0.0,0.0,28.77,49.32,,,,,,5.25,6.87,5,¥800
,20250628,3,1,3715,5.32,30.77,48.72,4.64,23.81,40.48,45.83,58.33,,6.0,1.0,2.0,5.0,6.0,6.85,1,"¥6,000"
,20250628,3,2,3442,5.11,30.1,45.63,5.33,33.33,44.44,40.58,63.77,1.0,3.0,,2.0,4.0,5.0,6.85,6,"¥6,000"
,20250628,3,3,4604,7.3,51.47,76.47,5.83,33.33,50.0,27.4,47.95,1.0,2.0,,4.0,1.0,,6.77,3,"¥6,000"
,20250628,3,4,5036,4.61,28.28,41.41,5.03,41.18,52.94,27.4,36.99,,4.0,4.0,6.0,2.0,5.0,6.80,4,"¥6,000"
,20250628,3,5,3951,6.32,42.25,69.72,6.41,52.94,64.71,40.54,54.05,4.0,2.0,5.0,5.0,4.0,,6.91,2,"¥6,000"
,20250628,3,6,3853,5.57,34.71,53.72,5.33,22.22,44.44,19.12,44.12,6.0,2.0,2.0,4.0,1.0,,6.85,5,"¥6,000"
,20250628,4,1,4511,3.68,20.0,32.5,3.39,10.71,21.43,31.08,45.95,,3.0,2.0,,2.0,5.0,6.83,1,"¥1,630"
,20250628,4,2,3721,7.58,64.49,73.83,7.1,66.67,76.67,39.73,56.16,1.0,,2.5,1.0,,,6.87,2,"¥1,630"
,20250628,4,3,3075,4.7,20.79,43.56,3.22,11.11,22.22,37.84,55.41,1.0,3.0,4.0,6.0,,3.0,6.89,3,"¥1,630"
,20250628,4,4,3535,4.56,28.05,43.9,4.74,24.62,44.62,25.0,40.28,3.0,,5.0,1.0,3.0,,6.79,4,"¥1,630"
,20250628,4,5,4040,5.65,36.11,58.33,5.68,40.86,56.99,37.84,56.76,1.0,4.0,2.0,3.0,4.0,,6.80,5,"¥1,630"
,20250628,4,6,5401,1.38,0.0,0.0,0.0,0.0,0.0,38.89,52.78,,,,,,4.8,6.76,エ,"¥1,630"
,20250628,5,1,4488,6.42,50.0,65.87,7.0,62.5,75.0,37.14,50.0,1.0,2.0,2.0,3.0,,5.0,6.80,1,"¥1,610"
,20250628,5,2,4776,6.59,44.14,63.96,0.0,0.0,0.0,13.89,25.0,1.0,,1.0,1.0,2.0,4.0,6.81,3,"¥1,610"
,20250628,5,3,3712,5.2,31.0,54.0,4.44,22.22,44.44,34.29,54.29,1.0,2.0,2.0,6.0,,6.0,6.90,2,"¥1,610"
,20250628,5,4,5353,1.95,2.5,5.0,1.65,0.0,0.0,22.06,33.82,,,,,6.0,5.33,6.88,6,"¥1,610"
,20250628,5,5,5000,4.47,19.09,41.82,0.0,0.0,0.0,23.53,33.82,2.0,3.0,1.0,3.0,,3.0,6.78,5,"¥1,610"
,20250628,5,6,4857,6.89,58.82,74.51,6.64,57.38,70.49,17.46,39.68,1.0,1.0,2.5,3.0,4.0,,6.78,4,"¥1,610"
,20250628,6,1,4118,6.07,45.61,59.65,0.0,0.0,0.0,19.4,35.82,,3.0,3.0,,4.5,3.0,6.86,4,"¥12,890"
,20250628,6,2,3901,4.13,20.65,32.61,4.2,30.0,50.0,31.51,43.84,1.0,,6.0,,6.0,5.5,6.82,5,"¥12,890"
,20250628,6,3,5023,4.96,29.27,48.78,6.26,42.11,63.16,34.78,50.72,1.0,5.0,4.0,4.0,4.0,,6.87,6,"¥12,890"
,20250628,6,4,4051,6.59,52.24,65.67,7.41,59.38,87.5,28.57,41.43,2.5,6.0,2.0,,3.5,,6.84,1,"¥12,890"
,20250628,6,5,5032,5.17,33.0,46.0,0.0,0.0,0.0,49.23,60.0,2.0,3.0,3.0,5.0,5.0,4.0,6.83,3,"¥12,890"
,20250628,6,6,3527,5.23,27.59,51.72,5.8,25.0,75.0,26.39,48.61,3.0,4.0,3.0,3.0,4.0,,6.88,2,"¥12,890"
,20250628,7,1,5036,4.61,28.28,41.41,5.03,41.18,52.94,27.4,36.99,,4.0,4.0,5.0,2.0,5.0,6.83,3,"¥1,250"
,20250628,7,2,3663,5.19,32.87,48.95,4.05,12.5,35.0,25.71,40.0,1.0,5.0,5.0,5.0,4.0,5.0,6.84,4,"¥1,250"
,20250628,7,3,3906,4.34,25.49,42.16,4.71,21.43,50.0,38.03,56.34,2.0,3.0,6.0,,3.0,5.0,6.87,6,"¥1,250"
,20250628,7,4,4543,6.94,52.13,74.47,6.03,41.75,59.22,44.59,58.11,1.0,1.0,2.0,3.0,1.0,,6.80,1,"¥1,250"
,20250628,7,5,4020,4.21,22.35,36.47,3.89,21.05,31.58,31.94,48.61,4.0,6.0,6.0,,,5.5,6.87,5,"¥1,250"
,20250628,7,6,5220,6.08,46.21,60.61,5.75,37.5,62.5,44.59,64.86,,,3.0,1.5,1.0,,6.76,2,"¥1,250"
,20250628,8,1,4553,6.44,47.83,67.83,5.96,37.5,70.83,41.43,57.14,1.0,3.0,2.0,3.0,5.0,4.0,6.82,1,"¥1,600"
,20250628,8,2,3535,4.56,28.05,43.9,4.74,24.62,44.62,25.0,40.28,3.0,,5.0,2.5,3.0,,6.81,2,"¥1,600"
,20250628,8,3,3313,3.77,14.29,25.89,4.75,25.0,25.0,38.03,53.52,4.0,4.0,,5.0,6.0,5.0,6.86,4,"¥1,600"
,20250628,8,4,3715,5.32,30.77,48.72,4.64,23.81,40.48,45.83,58.33,1.0,6.0,1.0,2.0,5.0,6.0,6.88,3,"¥1,600"
,20250628,8,5,4772,6.1,42.86,55.84,7.88,58.82,88.24,37.68,53.62,3.0,6.0,1.0,3.0,,5.0,6.85,5,"¥1,600"
,20250628,8,6,3606,5.53,36.7,55.96,6.36,45.45,63.64,39.44,67.61,4.0,2.0,2.0,3.0,3.0,,6.82,6,"¥1,600"
,20250628,9,1,4040,5.65,36.11,58.33,5.68,40.86,56.99,37.84,56.76,1.0,4.0,2.0,3.0,4.5,,6.79,1,"¥1,600"
,20250628,9,2,3951,6.32,42.25,69.72,6.41,52.94,64.71,40.54,54.05,4.0,2.0,5.0,5.0,3.0,,6.93,3,"¥1,600"
,20250628,9,3,4425,4.63,26.73,46.53,4.29,23.53,35.29,35.62,54.79,1.0,4.0,,5.0,4.0,5.0,6.88,2,"¥1,600"
,20250628,9,4,5374,1.3,0.0,0.0,1.43,0.0,0.0,28.77,49.32,,,,,,5.2,6.87,6,"¥1,600"
,20250628,9,5,4488,6.42,50.0,65.87,7.0,62.5,75.0,37.14,50.0,1.0,2.0,2.0,3.0,,5.0,6.84,4,"¥1,600"
,20250628,9,6,3773,5.46,38.61,50.5,0.0,0.0,0.0,42.86,54.29,1.0,5.5,2.0,4.0,6.0,,6.86,5,"¥1,600"
,20250628,10,1,4776,6.59,44.14,63.96,0.0,0.0,0.0,13.89,25.0,1.0,3.0,1.0,1.0,2.0,4.0,6.86,1,"¥1,400"
,20250628,10,2,4158,4.46,25.0,39.29,2.71,0.0,14.29,33.33,54.67,1.0,3.0,6.0,4.0,5.0,6.0,6.90,2,"¥1,400"
,20250628,10,3,4431,5.09,23.53,50.98,5.55,25.0,65.0,23.73,37.29,4.0,3.0,4.0,3.0,2.0,,6.83,5,"¥1,400"
,20250628,10,4,4511,3.68,20.0,32.5,3.39,10.71,21.43,31.08,45.95,1.0,3.0,2.0,,2.0,5.0,6.87,6,"¥1,400"
,20250628,10,5,3901,4.13,20.65,32.61,4.2,30.0,50.0,31.51,43.84,1.0,5.0,6.0,,6.0,5.5,6.90,4,"¥1,400"
,20250628,10,6,4604,7.3,51.47,76.47,5.83,33.33,50.0,27.4,47.95,1.0,2.0,3.0,4.0,1.0,,6.75,3,"¥1,400"
,20250628,11,1,3721,7.58,64.49,73.83,7.1,66.67,76.67,39.73,56.16,1.0,2.0,2.5,1.0,,,6.96,1,"¥2,500"
,20250628,11,2,3907,5.32,36.5,50.36,3.63,0.0,25.0,25.37,43.28,1.0,2.0,2.0,3.0,3.0,6.0,6.79,3,"¥2,500"
,20250628,11,3,3613,6.54,51.75,65.79,8.36,72.73,90.91,47.14,67.14,1.0,2.0,2.0,3.0,2.0,4.0,6.86,4,"¥2,500"
,20250628,11,4,3442,5.11,30.1,45.63,5.33,33.33,44.44,40.58,63.77,1.0,4.5,,2.0,4.0,5.0,6.84,2,"¥2,500"
,20250628,11,5,3712,5.2,31.0,54.0,4.44,22.22,44.44,34.29,54.29,1.0,2.0,2.0,6.0,,6.0,6.91,6,"¥2,500"
,20250628,11,6,5023,4.96,29.27,48.78,6.26,42.11,63.16,34.78,50.72,1.0,5.0,5.0,4.0,4.0,,6.90,5,"¥2,500"
,20250628,12,1,4543,6.94,52.13,74.47,6.03,41.75,59.22,44.59,58.11,1.0,1.0,2.0,2.0,1.0,,6.76,1,¥550
,20250628,12,2,3853,5.57,34.71,53.72,5.33,22.22,44.44,19.12,44.12,6.0,2.0,2.0,4.0,1.0,5.0,6.88,2,¥550
,20250628,12,3,3606,5.53,36.7,55.96,6.36,45.45,63.64,39.44,67.61,4.0,2.0,2.0,3.0,3.0,6.0,6.89,3,¥550
,20250628,12,4,4118,6.07,45.61,59.65,0.0,0.0,0.0,19.4,35.82,4.0,3.0,3.0,,4.5,3.0,6.88,4,¥550
,20250628,12,5,3075,4.7,20.79,43.56,3.22,11.11,22.22,37.84,55.41,1.0,3.0,3.5,6.0,,3.0,6.92,6,¥550
,20250628,12,6,4529,4.88,30.59,44.71,5.55,36.36,54.55,35.71,50.0,2.0,3.5,2.0,5.0,5.0,,6.93,5,¥550
,20250629,1,1,3313,3.77,14.29,25.89,4.75,25.0,25.0,38.03,53.52,4.0,4.0,4.0,5.0,6.0,5.0,6.85,5,"¥13,410"
,20250629,1,2,4020,4.21,22.35,36.47,3.89,21.05,31.58,31.94,48.61,4.0,6.0,6.0,,5.0,5.5,6.90,2,"¥13,410"
,20250629,1,3,4604,7.3,51.47,76.47,5.83,33.33,50.0,27.4,47.95,1.0,2.0,3.0,4.0,1.0,3.0,6.81,3,"¥13,410"
,20250629,1,4,5032,5.17,33.0,46.0,0.0,0.0,0.0,49.23,60.0,2.0,3.0,3.0,5.0,4.0,4.0,6.84,1,"¥13,410"
,20250629,1,5,5374,1.3,0.0,0.0,1.43,0.0,0.0,28.77,49.32,,,,6.0,,5.2,6.91,6,"¥13,410"
,20250629,1,6,3906,4.34,25.49,42.16,4.71,21.43,50.0,38.03,56.34,2.0,3.0,6.0,,3.0,5.0,6.88,4,"¥13,410"
,20250629,2,1,3606,5.53,36.7,55.96,6.36,45.45,63.64,39.44,67.61,4.0,2.0,2.5,3.0,3.0,6.0,6.81,1,¥750
,20250629,2,2,3715,5.32,30.77,48.72,4.64,23.81,40.48,45.83,58.33,1.0,6.0,1.0,2.5,5.0,6.0,6.89,2,¥750
,20250629,2,3,5000,4.47,19.09,41.82,0.0,0.0,0.0,23.53,33.82,2.0,3.0,1.0,4.0,,3.0,6.77,3,¥750
,20250629,2,4,4425,4.63,26.73,46.53,4.29,23.53,35.29,35.62,54.79,1.0,4.0,2.0,5.0,4.0,5.0,6.90,5,¥750
,20250629,2,5,4118,6.07,45.61,59.65,0.0,0.0,0.0,19.4,35.82,4.0,3.0,3.0,4.0,4.5,3.0,6.89,4,¥750
,20250629,2,6,5401,1.38,0.0,0.0,0.0,0.0,0.0,38.89,52.78,,,,,,4.8,6.85,6,¥750
,20250629,3,1,3527,5.23,27.59,51.72,5.8,25.0,75.0,26.39,48.61,3.0,4.0,3.0,3.0,4.0,2.0,6.89,1,¥650
,20250629,3,2,4040,5.65,36.11,58.33,5.68,40.86,56.99,37.84,56.76,1.0,4.0,2.0,3.0,4.5,,6.82,2,¥650
,20250629,3,3,3535,4.56,28.05,43.9,4.74,24.62,44.62,25.0,40.28,3.0,2.0,5.0,2.5,3.0,,6.84,6,¥650
,20250629,3,4,3442,5.11,30.1,45.63,5.33,33.33,44.44,40.58,63.77,1.0,4.5,,2.0,4.0,5.0,6.88,3,¥650
,20250629,3,5,3951,6.32,42.25,69.72,6.41,52.94,64.71,40.54,54.05,4.0,2.5,5.0,5.0,3.0,,6.90,4,¥650
,20250629,3,6,5353,1.95,2.5,5.0,1.65,0.0,0.0,22.06,33.82,,,,,6.0,5.5,6.83,5,¥650
,20250629,4,1,3853,5.57,34.71,53.72,5.33,22.22,44.44,19.12,44.12,6.0,2.0,2.0,4.0,1.0,5.0,6.85,1,"¥2,330"
,20250629,4,2,3075,4.7,20.79,43.56,3.22,11.11,22.22,37.84,55.41,1.0,3.0,3.5,6.0,6.0,3.0,6.85,2,"¥2,330"
,20250629,4,3,4511,3.68,20.0,32.5,3.39,10.71,21.43,31.08,45.95,1.0,3.0,2.0,6.0,2.0,5.0,6.84,4,"¥2,330"
,20250629,4,4,3663,5.19,32.87,48.95,4.05,12.5,35.0,25.71,40.0,1.0,4.5,5.0,5.0,4.0,5.0,6.82,3,"¥2,330"
,20250629,4,5,3712,5.2,31.0,54.0,4.44,22.22,44.44,34.29,54.29,1.0,2.0,2.0,6.0,6.0,6.0,6.87,6,"¥2,330"
,20250629,4,6,4776,6.59,44.14,63.96,0.0,0.0,0.0,13.89,25.0,1.0,3.0,1.0,1.0,2.0,4.0,6.85,5,"¥2,330"
,20250629,5,1,4857,6.89,58.82,74.51,6.64,57.38,70.49,17.46,39.68,1.0,1.0,2.5,3.0,4.0,,6.80,1,"¥1,160"
,20250629,5,2,4431,5.09,23.53,50.98,5.55,25.0,65.0,23.73,37.29,4.0,3.0,4.5,3.0,2.0,,6.83,4,"¥1,160"
,20250629,5,3,4529,4.88,30.59,44.71,5.55,36.36,54.55,35.71,50.0,2.0,3.5,2.0,5.0,5.0,5.0,6.90,2,"¥1,160"
,20250629,5,4,4051,6.59,52.24,65.67,7.41,59.38,87.5,28.57,41.43,2.5,6.0,2.0,1.0,3.5,,6.89,3,"¥1,160"
,20250629,5,5,4553,6.44,47.83,67.83,5.96,37.5,70.83,41.43,57.14,1.0,3.0,2.0,3.0,5.0,4.0,6.85,5,"¥1,160"
,20250629,5,6,4020,4.21,22.35,36.47,3.89,21.05,31.58,31.94,48.61,4.0,4.0,6.0,,5.0,5.5,6.99,6,"¥1,160"
,20250629,6,1,3907,5.32,36.5,50.36,3.63,0.0,25.0,25.37,43.28,1.0,2.5,2.0,3.0,3.0,6.0,6.78,1,"¥2,090"
,20250629,6,2,5036,4.61,28.28,41.41,5.03,41.18,52.94,27.4,36.99,3.0,4.0,4.0,5.0,2.0,5.0,6.78,6,"¥2,090"
,20250629,6,3,3901,4.13,20.65,32.61,4.2,30.0,50.0,31.51,43.84,1.0,5.0,6.0,,5.0,5.5,6.87,5,"¥2,090"
,20250629,6,4,4488,6.42,50.0,65.87,7.0,62.5,75.0,37.14,50.0,1.0,2.0,2.0,3.0,4.0,5.0,6.82,3,"¥2,090"
,20250629,6,5,5023,4.96,29.27,48.78,6.26,42.11,63.16,34.78,50.72,1.0,5.0,5.0,4.0,4.0,5.0,6.87,2,"¥2,090"
,20250629,6,6,5374,1.3,0.0,0.0,1.43,0.0,0.0,28.77,49.32,,,,6.0,6.0,5.2,6.83,4,"¥2,090"
,20250629,7,1,3613,6.54,51.75,65.79,8.36,72.73,90.91,47.14,67.14,1.0,2.0,3.0,3.0,2.0,4.0,6.79,1,¥540
,20250629,7,2,3906,4.34,25.49,42.16,4.71,21.43,50.0,38.03,56.34,2.0,3.0,6.0,,3.0,4.5,6.85,4,¥540
,20250629,7,3,4425,4.63,26.73,46.53,4.29,23.53,35.29,35.62,54.79,1.0,4.0,2.0,5.0,4.0,5.0,6.87,3,¥540
,20250629,7,4,4158,4.46,25.0,39.29,2.71,0.0,14.29,33.33,54.67,1.0,2.5,6.0,4.0,5.0,6.0,6.88,6,¥540
,20250629,7,5,5353,1.95,2.5,5.0,1.65,0.0,0.0,22.06,33.82,,,,,6.0,5.4,6.85,5,¥540
,20250629,7,6,3721,7.58,64.49,73.83,7.1,66.67,76.67,39.73,56.16,1.0,2.0,2.5,1.0,,,6.87,2,¥540
,20250629,8,1,3951,6.32,42.25,69.72,6.41,52.94,64.71,40.54,54.05,4.0,2.5,5.0,5.0,3.33,,6.92,エ,"¥13,400"
,20250629,8,2,3712,5.2,31.0,54.0,4.44,22.22,44.44,34.29,54.29,1.0,2.0,2.0,6.0,6.0,6.0,6.88,2,"¥13,400"
,20250629,8,3,3773,5.46,38.61,50.5,0.0,0.0,0.0,42.86,54.29,1.0,5.5,2.0,4.0,6.0,5.0,6.82,3,"¥13,400"
,20250629,8,4,4772,6.1,42.86,55.84,7.88,58.82,88.24,37.68,53.62,3.0,6.0,1.0,3.0,5.0,5.0,6.89,1,"¥13,400"
,20250629,8,5,5401,1.38,0.0,0.0,0.0,0.0,0.0,38.89,52.78,,,,,,5.0,6.83,5,"¥13,400"
,20250629,8,6,4543,6.94,52.13,74.47,6.03,41.75,59.22,44.59,58.11,1.0,1.0,2.0,2.0,1.0,,6.75,4,"¥13,400"
,20250629,9,1,4118,6.07,45.61,59.65,0.0,0.0,0.0,19.4,35.82,4.0,3.0,3.0,4.0,4.33,3.0,6.85,1,"¥1,310"
,20250629,9,2,5032,5.17,33.0,46.0,0.0,0.0,0.0,49.23,60.0,2.0,3.0,3.0,3.0,4.0,4.0,6.81,6,"¥1,310"
,20250629,9,3,3442,5.11,30.1,45.63,5.33,33.33,44.44,40.58,63.77,1.0,4.5,,2.33,4.0,5.0,6.85,2,"¥1,310"
,20250629,9,4,3075,4.7,20.79,43.56,3.22,11.11,22.22,37.84,55.41,1.0,2.5,3.5,6.0,6.0,3.0,6.87,4,"¥1,310"
,20250629,9,5,4431,5.09,23.53,50.98,5.55,25.0,65.0,23.73,37.29,4.0,3.5,4.5,3.0,2.0,,6.82,5,"¥1,310"
,20250629,9,6,5220,6.08,46.21,60.61,5.75,37.5,62.5,44.59,64.86,,,3.0,1.5,1.0,2.0,6.73,3,"¥1,310"
,20250629,10,1,4776,6.59,44.14,63.96,0.0,0.0,0.0,13.89,25.0,1.0,3.0,1.0,1.0,2.0,4.5,6.80,1,¥340
,20250629,10,2,4604,7.3,51.47,76.47,5.83,33.33,50.0,27.4,47.95,1.0,2.0,3.0,4.0,1.0,3.0,6.79,2,¥340
,20250629,10,3,4051,6.59,52.24,65.67,7.41,59.38,87.5,28.57,41.43,2.5,6.0,2.0,2.0,3.5,,6.81,3,¥340
,20250629,10,4,3907,5.32,36.5,50.36,3.63,0.0,25.0,25.37,43.28,1.0,2.5,2.0,3.0,3.0,6.0,6.77,4,¥340
,20250629,10,5,3535,4.56,28.05,43.9,4.74,24.62,44.62,25.0,40.28,3.0,2.0,5.5,2.5,3.0,,6.76,5,¥340
,20250629,10,6,3606,5.53,36.7,55.96,6.36,45.45,63.64,39.44,67.61,2.5,2.0,2.5,3.0,3.0,6.0,6.83,6,¥340
,20250629,11,1,3721,7.58,64.49,73.83,7.1,66.67,76.67,39.73,56.16,1.0,2.0,2.5,1.33,,,6.95,1,"¥1,260"
,20250629,11,2,4488,6.42,50.0,65.87,7.0,62.5,75.0,37.14,50.0,1.0,2.0,2.0,3.0,4.0,5.0,6.82,4,"¥1,260"
,20250629,11,3,4553,6.44,47.83,67.83,5.96,37.5,70.83,41.43,57.14,1.0,3.0,2.0,3.0,5.0,4.0,6.88,2,"¥1,260"
,20250629,11,4,5000,4.47,19.09,41.82,0.0,0.0,0.0,23.53,33.82,2.0,3.0,2.0,4.0,,3.0,6.75,5,"¥1,260"
,20250629,11,5,3853,5.57,34.71,53.72,5.33,22.22,44.44,19.12,44.12,3.5,2.0,2.0,4.0,1.0,5.0,6.83,3,"¥1,260"
,20250629,11,6,3527,5.23,27.59,51.72,5.8,25.0,75.0,26.39,48.61,2.0,4.0,3.0,3.0,4.0,2.0,6.87,6,"¥1,260"
,20250629,12,1,4543,6.94,52.13,74.47,6.03,41.75,59.22,44.59,58.11,1.0,1.0,2.0,2.0,2.5,,6.76,3,"¥16,840"
,20250629,12,2,3613,6.54,51.75,65.79,8.36,72.73,90.91,47.14,67.14,1.0,2.0,3.0,3.0,2.0,4.0,6.82,1,"¥16,840"
,20250629,12,3,4857,6.89,58.82,74.51,6.64,57.38,70.49,17.46,39.68,1.0,1.0,2.5,3.0,4.0,,6.85,2,"¥16,840"
,20250629,12,4,4040,5.65,36.11,58.33,5.68,40.86,56.99,37.84,56.76,1.0,3.0,2.0,3.0,4.5,,6.81,4,"¥16,840"
,20250629,12,5,4511,3.68,20.0,32.5,3.39,10.71,21.43,31.08,45.95,1.0,3.0,3.0,6.0,2.0,5.0,6.86,6,"¥16,840"
,20250629,12,6,3715,5.32,30.77,48.72,4.64,23.81,40.48,45.83,58.33,1.0,4.0,1.0,2.5,5.0,6.0,6.88,5,"¥16,840"
,20250630,1,1,4020,4.21,22.35,36.47,3.89,21.05,31.58,31.94,48.61,4.0,4.0,6.0,,5.0,5.67,6.89,2,¥920
,20250630,1,2,3901,4.13,20.65,32.61,4.2,30.0,50.0,31.51,43.84,1.0,5.0,5.5,,5.0,5.5,6.91,6,¥920
,20250630,1,3,3853,5.57,34.71,53.72,5.33,22.22,44.44,19.12,44.12,3.5,2.0,2.0,4.0,2.0,5.0,6.87,1,¥920
