,,,,,,,,,,,,,,,,,,,,,
,日付,レース,枠番,登録番号,全国勝率,全国2連,全国3連,当地勝率,当地2連,当地3連,モーター2連,モーター3連,コース1_平均着順,コース2_平均着順,コース3_平均着順,コース4_平均着順,コース5_平均着順,コース6_平均着順,展示タイム,着順,3連単払戻金
,20260215,4,5,5036,5.02,37.76,44.9,3.93,21.43,28.57,46.15,63.91,4.0,2.0,4.0,6.0,2.5,1.0,6.79,6,"¥1,930"
,20260215,4,6,3711,6.0,41.22,60.31,0.0,0.0,0.0,27.91,41.28,3.0,2.0,2.0,2.33,3.0,6.0,6.85,3,"¥1,930"
,20260215,5,1,4927,5.63,36.13,53.78,6.7,60.0,70.0,21.97,35.26,3.0,4.0,3.5,4.0,5.0,5.0,6.81,1,¥850
,20260215,5,2,5204,4.57,14.29,42.86,3.05,9.09,22.73,38.64,57.95,4.0,4.0,4.0,5.0,6.0,5.5,6.82,5,¥850
,20260215,5,3,5264,4.84,24.1,49.4,4.12,20.77,32.31,28.9,42.77,4.0,3.0,5.0,3.0,1.5,5.0,6.79,3,¥850
,20260215,5,4,5254,4.09,20.69,39.66,3.88,12.5,37.5,42.05,53.41,1.0,5.0,5.0,1.0,4.0,5.0,6.83,4,¥850
,20260215,5,5,5296,3.79,19.18,31.51,3.75,14.29,28.57,26.9,42.11,4.0,3.0,5.0,5.0,,5.33,6.77,6,¥850
,20260215,5,6,4556,6.81,52.17,71.01,8.3,80.0,100.0,31.07,51.41,1.0,3.0,3.33,2.0,3.0,2.0,6.79,2,¥850
,20260215,6,1,4521,4.92,31.94,44.44,5.65,35.29,58.82,36.93,59.09,1.0,2.0,2.0,5.0,5.0,4.5,6.80,1,"¥4,460"
,20260215,6,2,4895,5.55,36.47,54.12,4.11,11.11,22.22,44.25,62.64,1.0,4.0,2.5,6.0,3.0,,6.83,4,"¥4,460"
,20260215,6,3,5263,4.37,21.65,40.21,0.0,0.0,0.0,27.43,48.57,6.0,5.0,3.0,4.0,3.0,5.0,6.83,2,"¥4,460"
,20260215,6,4,4052,6.43,45.61,61.4,5.5,33.33,50.0,27.65,51.18,1.5,3.0,2.0,3.0,3.0,6.0,6.83,6,"¥4,460"
,20260215,6,5,3838,4.98,33.33,48.48,6.27,36.36,63.64,34.46,46.89,2.0,3.0,5.0,3.0,6.0,5.0,6.86,5,"¥4,460"
,20260215,6,6,4463,5.52,35.65,54.78,6.03,43.33,63.33,29.31,43.68,1.5,4.0,3.5,4.0,4.5,6.0,6.78,3,"¥4,460"
,20260215,7,1,4467,6.5,47.32,68.75,3.14,14.29,14.29,35.59,49.72,2.0,3.0,4.0,4.5,4.5,4.5,6.80,1,"¥1,470"
,20260215,7,2,3690,4.58,26.09,40.22,0.0,0.0,0.0,31.61,48.28,1.0,4.0,5.0,4.5,6.0,6.0,6.85,5,"¥1,470"
,20260215,7,3,3505,5.58,36.11,52.78,4.23,19.23,34.62,46.02,66.48,1.0,2.0,4.0,3.0,5.0,5.0,6.82,2,"¥1,470"
,20260215,7,4,3737,6.84,46.32,63.16,6.84,52.63,73.68,26.59,43.35,1.0,3.0,5.0,3.0,1.0,4.5,6.85,4,"¥1,470"
,20260215,7,5,3842,5.21,31.34,47.76,5.47,41.18,58.82,30.81,50.58,6.0,4.0,4.0,5.5,5.0,5.0,6.86,6,"¥1,470"
,20260215,7,6,4596,6.3,44.55,68.32,6.36,36.36,81.82,23.75,39.38,2.0,2.5,6.0,6.0,6.0,3.5,6.90,3,"¥1,470"
,20260215,8,1,4049,6.14,36.11,61.11,5.18,40.91,40.91,38.76,54.49,1.0,4.5,2.5,4.5,6.0,4.0,6.82,3,"¥20,760"
,20260215,8,2,4390,3.96,16.67,29.49,0.0,0.0,0.0,32.95,51.45,1.0,4.0,4.5,3.0,2.5,5.5,6.79,6,"¥20,760"
,20260215,8,3,4589,4.94,33.33,41.67,0.0,0.0,0.0,21.6,35.8,1.0,3.0,5.0,3.0,5.33,,6.75,2,"¥20,760"
,20260215,8,4,4992,4.07,25.88,31.76,3.83,16.67,33.33,33.33,47.95,1.0,3.0,5.5,,4.0,6.0,6.82,4,"¥20,760"
,20260215,8,5,4803,4.0,15.79,32.89,0.0,0.0,0.0,29.82,45.03,4.0,5.0,4.5,4.0,6.0,4.5,6.83,5,"¥20,760"
,20260215,8,6,4917,4.56,21.52,36.71,4.81,26.47,45.59,33.14,50.58,4.5,1.0,5.0,3.0,3.0,5.0,6.81,1,"¥20,760"
,20260215,9,1,4700,6.6,50.77,75.38,7.67,66.67,100.0,29.07,51.74,1.0,2.0,2.0,3.33,4.5,6.0,6.82,1,"¥1,080"
,20260215,9,2,4654,6.14,43.52,62.04,6.51,50.49,71.84,35.63,50.0,2.0,5.0,2.0,5.5,3.0,4.5,6.86,2,"¥1,080"
,20260215,9,3,5036,5.02,37.76,44.9,3.93,21.43,28.57,46.15,63.91,4.0,2.0,4.0,6.0,3.67,1.0,6.76,4,"¥1,080"
,20260215,9,4,5264,4.84,24.1,49.4,4.12,20.77,32.31,28.9,42.77,4.0,3.0,4.0,3.0,1.5,5.0,6.77,3,"¥1,080"
,20260215,9,5,3769,5.17,25.0,54.55,0.0,0.0,0.0,33.14,53.49,4.0,3.5,4.0,3.0,3.0,4.0,6.87,5,"¥1,080"
,20260215,9,6,4927,5.63,36.13,53.78,6.7,60.0,70.0,21.97,35.26,2.0,4.0,3.5,4.0,5.0,5.0,6.83,6,"¥1,080"
,20260215,10,1,3711,6.0,41.22,60.31,0.0,0.0,0.0,27.91,41.28,3.0,2.0,2.0,2.33,3.0,4.5,6.82,1,¥820
,20260215,10,2,4600,6.32,47.78,65.56,5.51,33.33,56.41,35.63,57.47,1.0,6.0,3.5,2.75,2.0,,6.82,2,¥820
,20260215,10,3,4521,4.92,31.94,44.44,5.65,35.29,58.82,36.93,59.09,1.0,2.0,2.0,5.0,5.0,4.5,6.79,3,¥820
,20260215,10,4,4410,5.63,37.04,53.09,5.35,34.62,57.69,32.54,43.79,1.0,3.0,3.0,4.0,3.0,2.0,6.79,4,¥820
,20260215,10,5,5095,5.78,33.77,61.04,5.1,25.0,55.0,38.98,58.76,1.0,2.0,3.0,4.5,,3.0,6.85,5,¥820
,20260215,10,6,4146,5.86,39.22,60.78,5.03,30.3,48.48,26.74,47.67,1.0,3.5,3.0,4.0,4.0,4.0,6.80,6,¥820
,20260215,11,1,4556,6.81,52.17,71.01,8.3,80.0,100.0,31.07,51.41,1.0,3.0,3.33,2.0,2.5,2.0,6.80,エ,"¥70,890"
,20260215,11,2,3737,6.84,46.32,63.16,6.84,52.63,73.68,26.59,43.35,1.0,3.0,5.0,3.5,1.0,4.5,6.80,2,"¥70,890"
,20260215,11,3,4052,6.43,45.61,61.4,5.5,33.33,50.0,27.65,51.18,1.5,3.0,2.0,4.0,3.0,6.0,6.82,3,"¥70,890"
,20260215,11,4,3562,5.8,42.55,58.51,6.2,40.0,60.0,32.53,48.8,1.0,4.0,1.0,3.0,3.0,5.5,6.77,5,"¥70,890"
,20260215,11,5,5004,4.94,25.97,46.75,6.0,0.0,100.0,31.98,47.67,1.0,2.0,5.0,4.0,4.0,4.0,6.76,1,"¥70,890"
,20260215,11,6,4635,5.13,36.11,47.22,4.2,30.0,35.0,42.53,60.92,1.0,3.0,1.0,6.0,4.5,5.0,6.81,4,"¥70,890"
,20260215,12,1,4852,7.16,54.31,77.59,4.82,11.76,47.06,36.99,52.02,1.0,1.0,2.5,1.0,2.0,5.0,6.73,1,"¥1,300"
,20260215,12,2,4063,6.12,43.41,60.47,6.93,53.57,71.43,32.16,51.46,1.0,1.5,2.0,2.5,4.0,2.0,6.73,5,"¥1,300"
,20260215,12,3,4256,6.42,41.94,58.06,6.52,44.0,60.0,29.89,40.23,1.0,1.0,4.0,1.0,2.0,2.0,6.79,2,"¥1,300"
,20260215,12,4,4155,6.09,43.02,59.3,5.11,33.33,55.56,40.23,53.45,1.5,1.5,3.0,1.0,4.0,5.0,6.82,3,"¥1,300"
,20260215,12,5,4050,7.07,58.7,69.57,6.45,50.0,65.0,41.14,56.0,1.0,2.5,6.0,3.0,1.0,3.0,6.79,6,"¥1,300"
,20260215,12,6,4772,6.54,48.48,68.69,6.28,44.44,66.67,38.76,52.25,1.0,2.0,3.33,1.0,3.0,5.0,6.77,4,"¥1,300"
,20260201,1,1,5200,2.38,2.0,8.0,0.0,0.0,0.0,34.16,45.96,,5.0,6.0,,6.0,5.0,6.68,4,"¥1,420"
,20260201,1,2,4281,4.98,25.88,44.71,3.81,18.75,31.25,34.13,46.71,2.0,,3.0,4.0,2.0,,6.74,2,"¥1,420"
,20260201,1,3,4357,6.71,51.2,68.8,7.28,60.0,76.0,32.54,46.15,3.0,5.0,,2.0,,4.0,6.76,1,"¥1,420"
,20260201,1,4,3752,3.73,20.24,30.95,3.88,12.5,37.5,22.22,36.6,,6.0,6.0,,5.0,3.0,6.79,5,"¥1,420"
,20260201,1,5,5061,4.02,22.22,32.22,3.88,29.41,35.29,37.5,51.79,6.0,6.0,6.0,,5.0,,6.76,3,"¥1,420"
,20260201,1,6,5069,4.73,31.37,39.22,4.64,32.0,36.0,42.51,55.69,3.0,,6.0,5.0,3.0,,6.72,6,"¥1,420"
,20260201,2,1,4327,4.26,21.05,37.72,0.0,0.0,0.0,39.88,59.52,,2.0,6.0,3.0,,6.0,6.67,2,"¥2,000"
,20260201,2,2,4496,6.62,55.88,69.12,6.0,50.0,70.0,36.53,52.69,1.0,4.0,2.0,6.0,2.0,,6.65,1,"¥2,000"
,20260201,2,3,4404,3.68,20.62,30.93,4.41,22.22,44.44,37.65,58.82,3.0,4.0,,4.0,2.0,4.0,6.70,3,"¥2,000"
,20260201,2,4,4144,5.85,43.4,60.38,6.33,47.62,71.43,25.63,40.0,1.0,3.5,,2.0,,4.0,6.67,4,"¥2,000"
,20260201,2,5,4094,4.25,18.68,38.46,3.67,16.67,25.0,34.91,53.25,2.0,6.0,,5.0,,6.0,6.73,5,"¥2,000"
,20260201,2,6,5413,1.65,1.82,3.64,0.0,0.0,0.0,44.05,55.95,,,,,6.0,5.33,6.68,6,"¥2,000"
,20260201,3,1,4365,5.4,35.45,56.36,5.28,32.91,53.16,28.05,42.07,,5.0,2.5,2.0,,6.0,6.67,1,¥780
,20260201,3,2,4819,6.29,44.68,69.15,7.6,60.0,80.0,39.63,51.83,3.0,2.0,1.0,,2.5,,6.70,3,¥780
,20260201,3,3,4066,5.78,33.64,60.91,8.3,80.0,90.0,40.35,62.57,4.0,5.0,,3.0,5.0,3.0,6.73,2,¥780
,20260201,3,4,4864,4.5,25.0,38.1,0.0,0.0,0.0,37.35,52.41,5.0,4.0,6.0,,5.0,6.0,6.75,6,¥780
,20260201,3,5,3546,4.3,20.69,36.78,4.0,11.76,29.41,39.16,56.63,2.0,3.0,,3.0,,3.0,6.75,5,¥780
,20260201,3,6,5107,4.89,31.43,42.86,2.89,0.0,22.22,31.9,52.15,1.0,,6.0,,3.5,,6.65,4,¥780
,20260201,4,1,4423,5.01,31.53,46.85,4.53,15.79,52.63,29.88,43.29,,5.0,5.0,3.0,5.0,2.0,6.69,5,"¥6,710"
,20260201,4,2,3572,5.19,29.91,46.73,5.42,30.77,56.92,23.33,39.33,3.0,2.0,2.0,4.0,4.0,,6.74,4,"¥6,710"
,20260201,4,3,4930,5.49,34.51,58.41,6.32,47.37,68.42,35.19,51.23,2.0,2.0,4.0,4.0,,1.0,6.62,2,"¥6,710"
,20260201,4,4,3604,4.19,22.62,30.95,4.0,10.53,26.32,30.0,43.53,1.0,2.0,4.0,,5.0,6.0,6.69,6,"¥6,710"
,20260201,4,5,4610,6.05,45.83,57.5,4.13,12.5,25.0,25.31,39.51,,1.0,3.0,,4.0,1.0,6.66,1,"¥6,710"
,20260201,4,6,5350,3.89,19.1,32.58,2.5,1.67,15.0,22.56,35.98,4.0,,,2.0,4.0,,6.72,3,"¥6,710"
,20260201,5,1,3718,4.08,24.51,34.31,3.67,33.33,33.33,30.99,50.88,,,2.0,5.0,5.0,3.0,6.74,3,"¥3,060"
,20260201,5,2,5213,5.25,35.58,51.92,4.06,22.22,44.44,26.54,48.15,1.0,5.0,,4.0,,6.0,6.68,2,"¥3,060"
,20260201,5,3,3888,5.49,36.36,54.55,0.0,0.0,0.0,35.09,49.12,5.0,3.0,,5.0,4.0,5.0,6.75,5,"¥3,060"
,20260201,5,4,5061,4.02,22.22,32.22,3.88,29.41,35.29,37.5,51.79,6.0,6.0,6.0,,4.0,,6.73,6,"¥3,060"
,20260201,5,5,4561,5.81,44.44,53.7,6.13,50.0,56.25,37.72,53.29,1.0,3.0,,1.5,6.0,,6.57,1,"¥3,060"
,20260201,5,6,2538,3.7,10.81,28.38,2.47,6.67,6.67,34.12,47.06,5.0,4.0,4.5,,4.0,,6.73,4,"¥3,060"
,20260201,6,1,3912,5.68,38.98,53.39,3.89,11.11,33.33,31.1,51.22,,2.0,3.0,6.0,5.0,5.0,6.66,1,"¥1,020"
,20260201,6,2,4419,5.3,37.08,53.93,4.7,30.0,45.0,36.75,59.04,4.0,,1.0,3.0,5.0,,6.63,2,"¥1,020"
,20260201,6,3,3878,4.37,21.95,37.8,3.56,12.0,20.0,27.71,48.19,4.0,3.0,,6.0,5.0,3.0,6.70,4,"¥1,020"
,20260201,6,4,4184,6.9,54.44,75.56,6.1,35.0,67.5,37.13,50.3,1.0,1.0,2.0,,2.0,1.0,6.66,3,"¥1,020"
,20260201,6,5,5413,1.65,1.82,3.64,0.0,0.0,0.0,44.05,55.95,,,,,6.0,5.5,6.67,6,"¥1,020"
,20260201,6,6,4281,4.98,25.88,44.71,3.81,18.75,31.25,34.13,46.71,2.0,2.0,3.0,4.0,2.0,,6.73,5,"¥1,020"
,20260201,7,1,3752,3.73,20.24,30.95,3.88,12.5,37.5,22.22,36.6,,6.0,6.0,5.0,5.0,3.0,6.81,2,"¥9,740"
,20260201,7,2,3176,4.57,25.0,39.58,5.22,25.0,43.75,47.31,67.07,2.0,,6.0,5.0,3.0,5.0,6.80,3,"¥9,740"
,20260201,7,3,4902,4.87,33.91,51.3,4.9,31.17,50.65,32.16,51.46,1.0,4.0,,5.0,1.0,6.0,6.72,4,"¥9,740"
,20260201,7,4,4819,6.29,44.68,69.15,7.6,60.0,80.0,39.63,51.83,3.0,2.5,1.0,,2.5,,6.77,6,"¥9,740"
,20260201,7,5,4183,4.97,34.58,45.79,6.36,54.55,63.64,25.93,42.59,1.0,3.0,4.0,2.0,,1.0,6.75,5,"¥9,740"
,20260201,7,6,4496,6.62,55.88,69.12,6.0,50.0,70.0,36.53,52.69,1.0,2.5,2.0,6.0,2.0,,6.68,1,"¥9,740"
,20260201,8,1,4066,5.78,33.64,60.91,8.3,80.0,90.0,40.35,62.57,4.0,5.0,2.0,3.0,5.0,3.0,6.74,2,"¥8,140"
,20260201,8,2,5069,4.73,31.37,39.22,4.64,32.0,36.0,42.51,55.69,3.0,,6.0,5.0,3.0,6.0,6.72,3,"¥8,140"
,20260201,8,3,4094,4.25,18.68,38.46,3.67,16.67,25.0,34.91,53.25,2.0,6.0,,5.0,5.0,6.0,6.79,4,"¥8,140"
,20260201,8,4,4031,4.85,30.93,47.42,3.5,6.25,25.0,41.72,60.12,2.0,5.0,2.0,,3.0,2.0,6.81,6,"¥8,140"
,20260201,8,5,4043,5.67,33.61,58.82,6.44,43.75,68.75,46.2,63.92,1.0,4.0,3.0,1.0,,4.0,6.81,1,"¥8,140"
,20260201,8,6,3572,5.19,29.91,46.73,5.42,30.77,56.92,23.33,39.33,3.0,3.0,2.0,4.0,4.0,,6.79,5,"¥8,140"
,20260201,9,1,4610,6.05,45.83,57.5,4.13,12.5,25.0,25.31,39.51,,1.0,3.0,,2.5,1.0,6.74,1,¥750
,20260201,9,2,3718,4.08,24.51,34.31,3.67,33.33,33.33,30.99,50.88,3.0,,2.0,5.0,5.0,3.0,6.76,4,¥750
,20260201,9,3,4415,5.87,39.68,55.56,6.42,44.44,58.33,38.6,62.57,1.0,2.0,3.0,2.0,,1.0,6.73,2,¥750
,20260201,9,4,5200,2.38,2.0,8.0,0.0,0.0,0.0,34.16,45.96,4.0,5.0,6.0,,6.0,5.0,6.76,5,¥750
,20260201,9,5,4327,4.26,21.05,37.72,0.0,0.0,0.0,39.88,59.52,2.0,2.0,6.0,3.0,,6.0,6.76,6,¥750
,20260201,9,6,4538,6.02,47.62,55.24,5.91,54.55,54.55,29.94,50.3,4.0,,,1.67,1.0,,6.69,3,¥750
,20260201,10,1,4042,6.18,42.34,57.66,5.22,22.22,33.33,26.88,50.0,1.0,3.0,4.0,3.0,2.0,3.0,6.77,1,"¥1,390"
,20260201,10,2,4442,4.39,21.51,40.86,4.47,23.53,29.41,40.12,54.65,1.0,,6.0,,4.5,6.0,6.75,3,"¥1,390"
,20260201,10,3,5350,3.89,19.1,32.58,2.5,1.67,15.0,22.56,35.98,4.0,,,2.0,4.0,3.0,6.76,5,"¥1,390"
,20260201,10,4,3888,5.49,36.36,54.55,0.0,0.0,0.0,35.09,49.12,5.0,3.0,5.0,5.0,4.0,5.0,6.78,6,"¥1,390"
,20260201,10,5,4144,5.85,43.4,60.38,6.33,47.62,71.43,25.63,40.0,1.0,3.5,,3.0,,4.0,6.71,2,"¥1,390"
,20260201,10,6,4419,5.3,37.08,53.93,4.7,30.0,45.0,36.75,59.04,4.0,2.0,1.0,3.0,5.0,,6.73,4,"¥1,390"
,20260201,11,1,4357,6.71,51.2,68.8,7.28,60.0,76.0,32.54,46.15,3.0,5.0,1.0,2.0,,4.0,6.75,1,"¥1,550"
,20260201,11,2,4843,5.11,29.03,50.0,0.0,0.0,0.0,33.33,48.81,4.0,,3.0,1.0,4.0,1.0,6.72,4,"¥1,550"
,20260201,11,3,3546,4.3,20.69,36.78,4.0,11.76,29.41,39.16,56.63,2.0,3.0,,3.0,5.0,3.0,6.78,3,"¥1,550"
,20260201,11,4,3912,5.68,38.98,53.39,3.89,11.11,33.33,31.1,51.22,1.0,2.0,3.0,6.0,5.0,5.0,6.79,5,"¥1,550"
,20260201,11,5,5213,5.25,35.58,51.92,4.06,22.22,44.44,26.54,48.15,1.0,3.5,,4.0,,6.0,6.75,6,"¥1,550"
,20260201,11,6,4506,6.26,49.21,65.08,5.85,45.0,60.0,42.42,61.21,1.0,1.0,2.0,6.0,1.0,,6.68,2,"¥1,550"
,20260201,12,1,4184,6.9,54.44,75.56,6.1,35.0,67.5,37.13,50.3,1.0,1.0,2.0,3.0,2.0,1.0,6.72,1,"¥2,790"
,20260201,12,2,5107,4.89,31.43,42.86,2.89,0.0,22.22,31.9,52.15,1.0,,6.0,,3.5,4.0,6.74,5,"¥2,790"
,20260201,12,3,4043,5.67,33.61,58.82,6.44,43.75,68.75,46.2,63.92,1.0,4.0,3.0,1.0,1.0,4.0,6.80,4,"¥2,790"
,20260201,12,4,4183,4.97,34.58,45.79,6.36,54.55,63.64,25.93,42.59,1.0,3.0,4.0,2.0,5.0,1.0,6.73,3,"¥2,790"
,20260201,12,5,4930,5.49,34.51,58.41,6.32,47.37,68.42,35.19,51.23,2.0,2.0,3.0,4.0,,1.0,6.60,6,"¥2,790"
,20260201,12,6,4561,5.81,44.44,53.7,6.13,50.0,56.25,37.72,53.29,1.0,3.0,,1.33,6.0,,6.60,2,"¥2,790"
,20260202,1,1,4365,5.4,35.45,56.36,5.28,32.91,53.16,28.05,42.07,1.0,5.0,2.5,2.0,,6.0,6.65,1,"¥2,200"
,20260202,1,2,3718,4.08,24.51,34.31,3.67,33.33,33.33,30.99,50.88,3.0,4.0,2.0,5.0,5.0,3.0,6.71,2,"¥2,200"
,20260202,1,3,4183,4.97,34.58,45.79,6.36,54.55,63.64,25.93,42.59,1.0,3.0,4.0,2.0,4.0,1.0,6.74,4,"¥2,200"
,20260202,1,4,3604,4.19,22.62,30.95,4.0,10.53,26.32,30.0,43.53,1.0,2.0,4.0,6.0,5.0,6.0,6.71,3,"¥2,200"
,20260202,1,5,4031,4.85,30.93,47.42,3.5,6.25,25.0,41.72,60.12,2.0,5.0,2.0,6.0,3.0,2.0,6.78,5,"¥2,200"
,20260202,1,6,5061,4.02,22.22,32.22,3.88,29.41,35.29,37.5,51.79,6.0,6.0,6.0,,4.67,,6.71,6,"¥2,200"
,20260202,2,1,4843,5.11,29.03,50.0,0.0,0.0,0.0,33.33,48.81,4.0,4.0,3.0,1.0,4.0,1.0,6.65,6,"¥69,990"
,20260202,2,2,5107,4.89,31.43,42.86,2.89,0.0,22.22,31.9,52.15,1.0,,5.5,,3.5,4.0,6.71,4,"¥69,990"
,20260202,2,3,3878,4.37,21.95,37.8,3.56,12.0,20.0,27.71,48.19,4.0,3.0,4.0,6.0,5.0,3.0,6.69,2,"¥69,990"
,20260202,2,4,4610,6.05,45.83,57.5,4.13,12.5,25.0,25.31,39.51,1.0,1.0,3.0,,2.5,1.0,6.65,5,"¥69,990"
,20260202,2,5,4442,4.39,21.51,40.86,4.47,23.53,29.41,40.12,54.65,1.0,3.0,6.0,,4.5,6.0,6.71,1,"¥69,990"
,20260202,2,6,5213,5.25,35.58,51.92,4.06,22.22,44.44,26.54,48.15,1.0,3.5,,4.0,6.0,6.0,6.70,3,"¥69,990"
,20260202,3,1,4043,5.67,33.61,58.82,6.44,43.75,68.75,46.2,63.92,1.0,4.0,3.0,2.5,1.0,4.0,6.72,1,"¥4,190"
,20260202,3,2,4902,4.87,33.91,51.3,4.9,31.17,50.65,32.16,51.46,1.0,4.0,4.0,5.0,1.0,6.0,6.67,4,"¥4,190"
,20260202,3,3,4419,5.3,37.08,53.93,4.7,30.0,45.0,36.75,59.04,4.0,2.0,1.0,3.0,5.0,4.0,6.65,3,"¥4,190"
,20260202,3,4,2538,3.7,10.81,28.38,2.47,6.67,6.67,34.12,47.06,5.0,4.0,4.5,,4.0,4.0,6.71,6,"¥4,190"
,20260202,3,5,3546,4.3,20.69,36.78,4.0,11.76,29.41,39.16,56.63,2.0,3.0,3.0,3.0,5.0,3.0,6.73,2,"¥4,190"
,20260202,3,6,4042,6.18,42.34,57.66,5.22,22.22,33.33,26.88,50.0,1.0,3.0,4.0,3.0,2.0,3.0,6.69,5,"¥4,190"
,20260202,4,1,4281,4.98,25.88,44.71,3.81,18.75,31.25,34.13,46.71,2.0,2.0,3.0,4.0,2.0,5.0,6.71,1,¥640
,20260202,4,2,4930,5.49,34.51,58.41,6.32,47.37,68.42,35.19,51.23,2.0,2.0,3.0,4.0,,3.5,6.62,2,¥640
,20260202,4,3,4327,4.26,21.05,37.72,0.0,0.0,0.0,39.88,59.52,2.0,2.0,6.0,3.0,6.0,6.0,6.68,5,¥640
,20260202,4,4,5350,3.89,19.1,32.58,2.5,1.67,15.0,22.56,35.98,4.0,,5.0,2.0,4.0,3.0,6.73,4,¥640
,20260202,4,5,3752,3.73,20.24,30.95,3.88,12.5,37.5,22.22,36.6,2.0,6.0,6.0,5.0,5.0,3.0,6.73,6,¥640
,20260202,4,6,4184,6.9,54.44,75.56,6.1,35.0,67.5,37.13,50.3,1.0,1.0,2.0,3.0,2.0,1.0,6.62,3,¥640
,20260202,5,1,4561,5.81,44.44,53.7,6.13,50.0,56.25,37.72,53.29,1.0,2.5,,1.33,6.0,,6.58,1,"¥1,100"
,20260202,5,2,4404,3.68,20.62,30.93,4.41,22.22,44.44,37.65,58.82,3.0,4.0,3.0,4.0,2.0,4.0,6.69,2,"¥1,100"
,20260202,5,3,4066,5.78,33.64,60.91,8.3,80.0,90.0,40.35,62.57,3.0,5.0,2.0,3.0,5.0,3.0,6.72,3,"¥1,100"
,20260202,5,4,4864,4.5,25.0,38.1,0.0,0.0,0.0,37.35,52.41,5.0,4.0,6.0,6.0,5.0,6.0,6.74,5,"¥1,100"
,20260202,5,5,5069,4.73,31.37,39.22,4.64,32.0,36.0,42.51,55.69,3.0,3.0,6.0,5.0,3.0,6.0,6.70,転,"¥1,100"
,20260202,5,6,4357,6.71,51.2,68.8,7.28,60.0,76.0,32.54,46.15,2.0,5.0,1.0,2.0,,4.0,6.65,4,"¥1,100"
,20260202,6,1,4144,5.85,43.4,60.38,6.33,47.62,71.43,25.63,40.0,1.0,3.5,,3.0,2.0,4.0,6.62,1,"¥1,870"
,20260202,6,2,4423,5.01,31.53,46.85,4.53,15.79,52.63,29.88,43.29,5.0,5.0,5.0,3.0,5.0,2.0,6.74,4,"¥1,870"
,20260202,6,3,4031,4.85,30.93,47.42,3.5,6.25,25.0,41.72,60.12,2.0,5.0,2.0,6.0,4.0,2.0,6.78,3,"¥1,870"
,20260202,6,4,4415,5.87,39.68,55.56,6.42,44.44,58.33,38.6,62.57,1.0,2.0,2.67,2.0,,1.0,6.70,5,"¥1,870"
,20260202,6,5,4506,6.26,49.21,65.08,5.85,45.0,60.0,42.42,61.21,1.0,1.0,2.0,6.0,1.0,2.0,6.66,2,"¥1,870"
,20260202,6,6,5413,1.65,1.82,3.64,0.0,0.0,0.0,44.05,55.95,,,,,6.0,5.5,6.69,6,"¥1,870"
,20260202,7,1,4496,6.62,55.88,69.12,6.0,50.0,70.0,36.53,52.69,1.0,2.5,2.0,6.0,2.0,1.0,6.63,1,"¥2,470"
,20260202,7,2,3546,4.3,20.69,36.78,4.0,11.76,29.41,39.16,56.63,2.0,3.0,3.0,3.0,3.5,3.0,6.75,2,"¥2,470"
,20260202,7,3,4442,4.39,21.51,40.86,4.47,23.53,29.41,40.12,54.65,1.0,3.0,6.0,,3.33,6.0,6.71,3,"¥2,470"
,20260202,7,4,4538,6.02,47.62,55.24,5.91,54.55,54.55,29.94,50.3,4.0,,,1.67,1.0,3.0,6.61,6,"¥2,470"
,20260202,7,5,4094,4.25,18.68,38.46,3.67,16.67,25.0,34.91,53.25,2.0,6.0,4.0,5.0,5.0,6.0,6.75,4,"¥2,470"
,20260202,7,6,5200,2.38,2.0,8.0,0.0,0.0,0.0,34.16,45.96,4.0,5.0,6.0,5.0,6.0,5.0,6.72,5,"¥2,470"
,20260202,8,1,4819,6.29,44.68,69.15,7.6,60.0,80.0,39.63,51.83,3.0,2.5,1.0,6.0,2.5,,6.69,1,"¥1,980"
,20260202,8,2,3604,4.19,22.62,30.95,4.0,10.53,26.32,30.0,43.53,1.0,2.0,4.0,4.5,5.0,6.0,6.70,2,"¥1,980"
,20260202,8,3,3912,5.68,38.98,53.39,3.89,11.11,33.33,31.1,51.22,1.0,2.0,3.0,5.5,5.0,5.0,6.69,4,"¥1,980"
,20260202,8,4,4902,4.87,33.91,51.3,4.9,31.17,50.65,32.16,51.46,1.0,4.0,4.0,5.0,1.0,6.0,6.70,3,"¥1,980"
,20260202,8,5,4327,4.26,21.05,37.72,0.0,0.0,0.0,39.88,59.52,2.0,2.0,5.5,3.0,6.0,6.0,6.67,5,"¥1,980"
,20260202,8,6,5107,4.89,31.43,42.86,2.89,0.0,22.22,31.9,52.15,1.0,4.0,5.5,,3.5,4.0,,欠,"¥1,980"
,20260202,9,1,3572,5.19,29.91,46.73,5.42,30.77,56.92,23.33,39.33,3.0,3.0,2.0,4.0,4.0,5.0,6.83,2,"¥4,240"
,20260202,9,2,3176,4.57,25.0,39.58,5.22,25.0,43.75,47.31,67.07,2.0,3.0,6.0,5.0,3.0,5.0,6.75,3,"¥4,240"
,20260202,9,3,5213,5.25,35.58,51.92,4.06,22.22,44.44,26.54,48.15,1.0,3.5,,4.0,6.0,4.5,6.77,6,"¥4,240"
,20260202,9,4,4419,5.3,37.08,53.93,4.7,30.0,45.0,36.75,59.04,4.0,2.0,2.0,3.0,5.0,4.0,6.73,1,"¥4,240"
,20260202,9,5,3718,4.08,24.51,34.31,3.67,33.33,33.33,30.99,50.88,3.0,3.0,2.0,5.0,5.0,3.0,6.77,4,"¥4,240"
